Geography,zip,Less than high school graduate,High school graduate or higher,Some college or associates degree,Bachelor degree or higher,Graduate degree or higher
860Z200US02535,2535,39,3813,526,2875,491
860Z200US02536,2536,1221,34453,5409,18090,3054
860Z200US02537,2537,111,10141,1575,6270,1191
860Z200US02538,2538,129,7551,1625,1620,162
860Z200US02539,2539,561,8403,1075,3819,441
860Z200US02540,2540,443,14443,1736,10627,2342
860Z200US02542,2542,23,958,222,439,71
860Z200US02543,2543,0,1575,113,1458,435
860Z200US02553,2553,0,152,35,82,41
860Z200US02554,2554,313,21126,2498,14774,2213
860Z200US02556,2556,17,3591,472,3020,522
860Z200US02557,2557,73,3376,510,1565,349
860Z200US02558,2558,128,3501,578,645,96
860Z200US02559,2559,122,5839,990,3086,691
860Z200US02561,2561,0,865,137,664,85
860Z200US02562,2562,92,5325,938,3324,226
860Z200US02563,2563,271,17020,2230,10778,1602
860Z200US02564,2564,0,281,78,239,10
860Z200US02568,2568,650,13808,1748,6450,1026
860Z200US02571,2571,979,18205,2927,6500,996
860Z200US02575,2575,22,4416,480,2654,786
860Z200US02576,2576,287,7761,847,2023,164
860Z200US02584,2584,0,48,24,0,0
860Z200US02601,2601,2128,26073,3926,8256,1109
860Z200US02630,2630,96,2985,489,2057,466
860Z200US02631,2631,183,18250,2437,9921,2094
860Z200US02632,2632,468,19614,2986,10059,1775
860Z200US02633,2633,42,8287,833,6633,1249
860Z200US02635,2635,157,5302,858,3382,574
860Z200US02637,2637,71,513,37,519,99
860Z200US02638,2638,147,6087,695,2712,530
860Z200US02639,2639,85,5720,1137,2401,243
860Z200US02641,2641,0,552,28,621,76
860Z200US02642,2642,260,10150,1344,5898,1080
860Z200US02643,2643,0,0,0,0,0
860Z200US02644,2644,158,6352,1279,2768,355
860Z200US02645,2645,327,19579,2646,9405,1746
860Z200US02646,2646,19,3590,428,2813,543
860Z200US02647,2647,22,176,0,264,0
860Z200US02648,2648,280,12592,2411,6005,976
860Z200US02649,2649,322,26487,4194,13232,1920
860Z200US02650,2650,39,1734,301,1107,181
860Z200US02652,2652,0,2479,59,988,362
860Z200US02653,2653,43,11231,1312,8316,1526
860Z200US02655,2655,69,5794,843,3847,689
860Z200US02657,2657,151,6585,793,4988,967
860Z200US02659,2659,12,1676,210,1187,211
860Z200US02660,2660,317,11938,1906,5806,807
860Z200US02663,2663,0,818,31,796,212
860Z200US02664,2664,418,17536,2371,7233,1210
860Z200US02666,2666,31,1042,132,750,285
860Z200US02667,2667,97,6815,832,4267,1173
860Z200US02668,2668,8,3918,689,2518,368
860Z200US02670,2670,15,2618,357,1752,294
860Z200US02671,2671,18,1520,202,923,229
860Z200US02672,2672,0,56,0,84,0
860Z200US02673,2673,435,14673,2565,5669,947
860Z200US02675,2675,217,12570,1769,8238,1294
860Z200US02702,2702,141,7058,1141,3602,345
860Z200US02703,2703,3447,70395,9585,29094,3313
860Z200US02713,2713,16,33,2,38,1
860Z200US02715,2715,124,6205,875,2394,443
860Z200US02717,2717,236,7648,1021,3285,390
860Z200US02718,2718,949,9934,2028,3256,606
860Z200US02719,2719,1146,26513,4020,9887,1050
860Z200US02720,2720,4999,44574,7247,12911,1768
860Z200US02721,2721,5522,34377,5575,7158,485
860Z200US02723,2723,3008,23028,3561,3703,376
860Z200US02724,2724,3709,24284,3557,4986,514
860Z200US02725,2725,234,3626,742,1254,168
860Z200US02726,2726,965,26179,3566,11253,1393
860Z200US02738,2738,196,8750,1031,4714,877
860Z200US02739,2739,220,11015,1370,7396,1107
860Z200US02740,2740,7761,61403,8768,15802,1803
860Z200US02743,2743,652,17428,2333,5727,386
860Z200US02744,2744,2693,14026,2410,2857,325
860Z200US02745,2745,3687,36235,5348,9605,903
860Z200US02746,2746,3712,18175,2591,2684,183
860Z200US02747,2747,2393,28186,6125,11303,1582
860Z200US02748,2748,1145,18710,1946,9931,1644
860Z200US02760,2760,1370,45277,5829,25176,3230
860Z200US02762,2762,479,16443,2259,8706,1341
860Z200US02763,2763,40,2318,214,2128,279
860Z200US02764,2764,149,6923,1363,2783,284
860Z200US02766,2766,1063,27982,4543,14592,1842
860Z200US02767,2767,1150,23173,3139,11560,1675
860Z200US02769,2769,653,20023,2582,10757,1653
860Z200US02770,2770,177,8713,1122,5024,787
860Z200US02771,2771,915,24228,3320,12909,2039
860Z200US02777,2777,1473,27488,3752,11864,1717
860Z200US02779,2779,198,10562,1681,5015,624
860Z200US02780,2780,6159,77058,11131,23224,2292
860Z200US02790,2790,1369,26974,3800,9808,1708
860Z200US02791,2791,0,732,21,634,257
860Z200US02802,2802,51,1543,86,745,56
860Z200US02804,2804,61,4052,750,1060,114
860Z200US02806,2806,316,23935,1816,20956,4672
860Z200US02807,2807,65,1623,137,1036,146
860Z200US02808,2808,116,3704,554,1365,191
860Z200US02809,2809,1424,31448,6532,18079,2669
860Z200US02812,2812,47,1672,313,960,106
860Z200US02813,2813,528,13154,2314,6577,1199
860Z200US02814,2814,296,12021,1887,4946,579
860Z200US02815,2815,10,230,65,123,0
860Z200US02816,2816,1810,53810,8844,20610,2643
860Z200US02817,2817,508,10081,1776,4436,776
860Z200US02818,2818,640,30569,3430,22884,4214
860Z200US02822,2822,599,8342,1074,5345,659
860Z200US02823,2823,0,51,0,0,0
860Z200US02824,2824,22,391,64,267,24
860Z200US02825,2825,332,9700,1100,3863,643
860Z200US02826,2826,21,808,217,146,26
860Z200US02827,2827,150,3577,579,1351,164
860Z200US02828,2828,306,12383,1835,6390,884
860Z200US02829,2829,0,96,21,0,0
860Z200US02830,2830,478,10567,1600,4212,573
860Z200US02831,2831,72,6201,837,2454,225
860Z200US02832,2832,336,7422,1080,3421,298
860Z200US02833,2833,15,1039,229,141,27
860Z200US02835,2835,128,9413,1069,7936,1514
860Z200US02836,2836,31,119,19,0,0
860Z200US02837,2837,95,6311,694,4766,882
860Z200US02838,2838,305,4888,505,2933,334
860Z200US02839,2839,22,2666,603,1127,90
860Z200US02840,2840,1041,37316,5164,22920,3941
860Z200US02841,2841,14,1277,183,1243,97
860Z200US02842,2842,876,27143,3447,15677,2752
860Z200US02852,2852,724,37161,6052,21018,3374
860Z200US02857,2857,204,13607,2381,6325,1049
860Z200US02858,2858,0,549,55,211,20
860Z200US02859,2859,480,11042,2508,2963,361
860Z200US02860,2860,7294,63465,9740,21063,2878
860Z200US02861,2861,3114,42392,7015,10334,1207
860Z200US02863,2863,5722,22763,3793,3671,193
860Z200US02864,2864,2767,54138,8194,28986,3449
860Z200US02865,2865,1389,26501,3232,16782,2412
860Z200US02871,2871,640,27562,3274,20445,3173
860Z200US02872,2872,42,155,13,0,0
860Z200US02873,2873,0,215,0,180,48
860Z200US02874,2874,225,8896,1192,6864,1359
860Z200US02875,2875,0,352,79,226,65
860Z200US02876,2876,19,1290,122,388,35
860Z200US02878,2878,1086,26878,4026,14150,1620
860Z200US02879,2879,1216,35065,4149,25814,4488
860Z200US02881,2881,118,4533,3838,2763,884
860Z200US02882,2882,367,18323,3740,14080,2266
860Z200US02885,2885,871,19848,2292,7910,1148
860Z200US02886,2886,2026,48035,8149,21110,3044
860Z200US02888,2888,669,31767,5275,11938,2011
860Z200US02889,2889,2280,44814,8166,14589,1675
860Z200US02891,2891,1339,36883,4682,17986,2974
860Z200US02892,2892,124,8843,1147,4882,1154
860Z200US02893,2893,2310,51339,8185,15962,1907
860Z200US02894,2894,0,1176,175,312,0
860Z200US02895,2895,5711,61845,9385,15459,1724
860Z200US02896,2896,642,18419,3754,7002,821
860Z200US02898,2898,56,3206,598,1633,347
860Z200US02903,2903,1011,17554,2684,11400,2229
860Z200US02904,2904,3067,45592,6950,18073,2768
860Z200US02905,2905,4235,30854,5590,11247,2142
860Z200US02906,2906,845,39677,3048,38154,9085
860Z200US02907,2907,6225,37114,5838,10089,1212
860Z200US02908,2908,3951,56649,8060,22070,2958
860Z200US02909,2909,5346,54464,7462,16248,2296
860Z200US02910,2910,1925,36294,6511,12953,1525
860Z200US02911,2911,1080,25619,3719,10501,1184
860Z200US02912,2912,5,2030,2679,78,0
860Z200US02914,2914,3586,31403,4792,10679,1684
860Z200US02915,2915,1267,28062,3809,11494,1779
860Z200US02916,2916,598,14125,1979,7452,1124
860Z200US02917,2917,896,19876,4741,8457,1135
860Z200US02918,2918,34,1059,1965,92,39
860Z200US02919,2919,1977,48786,7404,16487,1788
860Z200US02920,2920,3731,56099,8895,21526,3299
860Z200US02921,2921,493,19425,2443,11683,1907
860Z200US03031,3031,178,18373,2044,13907,2352
860Z200US03032,3032,261,9244,1268,5812,633
860Z200US03033,3033,148,7360,968,5787,825
860Z200US03034,3034,201,7038,1341,2516,417
860Z200US03036,3036,120,8279,1218,4008,718
860Z200US03037,3037,299,7114,1089,3638,328
860Z200US03038,3038,1961,54060,8532,21332,2681
860Z200US03042,3042,371,12067,2099,4451,517
860Z200US03043,3043,34,2251,286,1331,214
860Z200US03044,3044,275,6940,1378,2852,305
860Z200US03045,3045,545,23514,3088,10573,1540
860Z200US03046,3046,122,4617,637,2205,462
860Z200US03047,3047,69,3015,483,1077,116
860Z200US03048,3048,289,5568,902,1491,207
860Z200US03049,3049,165,13771,1561,8868,1691
860Z200US03051,3051,1064,41512,6323,18510,2288
860Z200US03052,3052,436,12682,1808,7344,801
860Z200US03053,3053,894,39206,5275,23345,3193
860Z200US03054,3054,959,40974,6680,24246,3616
860Z200US03055,3055,685,25754,3820,9673,1750
860Z200US03057,3057,155,3761,511,2380,325
860Z200US03060,3060,3202,47193,7785,17800,1928
860Z200US03062,3062,1180,46456,5633,29036,4282
860Z200US03063,3063,603,24731,3585,14494,1875
860Z200US03064,3064,1264,23323,3177,10913,1628
860Z200US03070,3070,315,9185,1212,4984,452
860Z200US03071,3071,324,7578,1075,2605,509
860Z200US03076,3076,516,22258,3040,10337,1467
860Z200US03077,3077,526,18233,2925,4843,620
860Z200US03079,3079,1226,52027,6654,23226,3413
860Z200US03082,3082,74,2718,434,1229,196
860Z200US03084,3084,107,2343,305,987,165
860Z200US03086,3086,185,7127,930,2975,389
860Z200US03087,3087,401,22089,2749,17221,3097
860Z200US03101,3101,329,4628,940,3220,473
860Z200US03102,3102,2821,50773,8816,18932,1906
860Z200US03103,3103,5191,52865,7509,17022,2007
860Z200US03104,3104,2278,53758,7633,29150,3511
860Z200US03106,3106,828,21292,4070,9730,1805
860Z200US03109,3109,497,17061,2675,6252,764
860Z200US03110,3110,602,32867,4572,25824,4143
860Z200US03215,3215,3,431,57,328,100
860Z200US03216,3216,165,3218,462,1442,255
860Z200US03217,3217,133,3345,482,1017,155
860Z200US03218,3218,87,2484,412,384,82
860Z200US03220,3220,689,11954,1794,3108,333
860Z200US03221,3221,104,3514,563,1673,245
860Z200US03222,3222,519,9644,1497,3199,447
860Z200US03223,3223,288,4886,807,2106,452
860Z200US03224,3224,132,3681,550,2225,358
860Z200US03225,3225,134,5635,778,2036,291
860Z200US03226,3226,21,1596,190,820,125
860Z200US03227,3227,22,2575,297,1812,486
860Z200US03229,3229,293,9421,1325,5507,1089
860Z200US03230,3230,89,2720,386,449,82
860Z200US03231,3231,0,279,24,54,27
860Z200US03233,3233,0,333,24,386,56
860Z200US03234,3234,339,7399,1045,3597,480
860Z200US03235,3235,774,15079,2397,3457,599
860Z200US03237,3237,42,3739,690,1543,302
860Z200US03238,3238,0,188,18,19,5
860Z200US03240,3240,105,1961,304,631,86
860Z200US03241,3241,60,1953,267,1037,166
860Z200US03242,3242,110,8515,2188,3675,518
860Z200US03243,3243,123,1460,173,414,53
860Z200US03244,3244,348,13566,1714,3833,578
860Z200US03245,3245,145,3387,480,2135,458
860Z200US03246,3246,1323,27204,4494,9199,1113
860Z200US03249,3249,228,12431,1899,6223,1282
860Z200US03251,3251,189,2114,364,1169,108
860Z200US03253,3253,280,11681,1571,5970,1082
860Z200US03254,3254,180,8679,1387,4641,830
860Z200US03255,3255,28,3028,346,2187,301
860Z200US03256,3256,139,4711,750,1939,268
860Z200US03257,3257,70,6244,1481,4703,812
860Z200US03258,3258,72,4473,713,1961,261
860Z200US03259,3259,12,484,52,361,29
860Z200US03260,3260,9,1558,280,748,117
860Z200US03261,3261,158,8120,1122,3096,402
860Z200US03262,3262,54,1945,249,1151,108
860Z200US03263,3263,377,7322,906,1702,213
860Z200US03264,3264,256,8977,2480,4594,726
860Z200US03266,3266,117,3552,339,1338,222
860Z200US03268,3268,75,2573,348,963,201
860Z200US03269,3269,238,4730,697,2254,307
860Z200US03273,3273,0,537,99,342,51
860Z200US03275,3275,929,18032,3224,4963,832
860Z200US03276,3276,690,15188,2095,4186,704
860Z200US03278,3278,154,4962,736,2071,431
860Z200US03279,3279,22,1492,174,405,19
860Z200US03280,3280,37,2138,239,839,97
860Z200US03281,3281,348,14232,2392,7713,1114
860Z200US03282,3282,50,1753,305,765,97
860Z200US03284,3284,25,1593,82,681,70
860Z200US03285,3285,25,4689,692,2196,267
860Z200US03287,3287,31,2431,304,1744,325
860Z200US03290,3290,165,8477,1241,4176,606
860Z200US03291,3291,0,68,0,102,0
860Z200US03293,3293,0,137,10,43,2
860Z200US03301,3301,2451,54515,7320,26180,4811
860Z200US03303,3303,939,26061,3622,9741,1183
860Z200US03304,3304,151,12169,1304,9291,1339
860Z200US03307,3307,359,10327,1354,3086,330
860Z200US03431,3431,1175,36788,7041,19126,2550
860Z200US03440,3440,119,4789,572,1902,276
860Z200US03441,3441,21,591,32,277,59
860Z200US03442,3442,95,2455,353,931,106
860Z200US03443,3443,0,671,156,227,19
860Z200US03444,3444,30,2777,389,1573,281
860Z200US03445,3445,53,1174,196,367,68
860Z200US03446,3446,383,11711,1478,3509,457
860Z200US03447,3447,137,4109,682,1629,235
860Z200US03448,3448,68,1467,231,305,51
860Z200US03449,3449,78,3015,332,2007,387
860Z200US03450,3450,25,1742,208,988,159
860Z200US03451,3451,310,7107,984,1308,96
860Z200US03452,3452,121,8716,1448,3152,445
860Z200US03455,3455,180,3543,436,1512,222
860Z200US03456,3456,33,1315,219,395,70
860Z200US03457,3457,22,1233,120,846,120
860Z200US03458,3458,287,11132,1326,7602,1426
860Z200US03461,3461,253,9126,2131,3503,624
860Z200US03462,3462,0,2610,131,1570,419
860Z200US03464,3464,2,1773,282,526,59
860Z200US03465,3465,120,3273,366,1027,122
860Z200US03466,3466,140,2798,324,1055,184
860Z200US03467,3467,56,3544,422,2119,310
860Z200US03470,3470,457,7836,1054,1540,212
860Z200US03561,3561,697,9695,1034,3189,525
860Z200US03570,3570,1150,15378,2678,2946,335
860Z200US03574,3574,62,4580,732,2139,459
860Z200US03575,3575,0,0,0,0,0
860Z200US03576,3576,378,4577,672,1059,111
860Z200US03579,3579,21,849,140,94,14
860Z200US03580,3580,62,2417,372,1578,317
860Z200US03581,3581,140,6287,803,1953,313
860Z200US03582,3582,181,3536,491,494,35
860Z200US03583,3583,100,1694,157,768,62
860Z200US03584,3584,206,5671,829,1804,247
860Z200US03585,3585,203,4163,532,1554,176
860Z200US03586,3586,27,1107,160,690,209
860Z200US03588,3588,106,2776,465,655,95
860Z200US03590,3590,258,1640,301,210,23
860Z200US03592,3592,79,2113,264,366,39
860Z200US03593,3593,1,781,66,624,123
860Z200US03595,3595,30,1571,240,606,81
860Z200US03597,3597,85,1116,133,102,0
860Z200US03598,3598,267,5838,954,1728,342
860Z200US03601,3601,2,717,95,197,28
860Z200US03602,3602,138,4248,512,1427,166
860Z200US03603,3603,399,8769,1333,2248,223
860Z200US03604,3604,0,0,0,0,0
860Z200US03605,3605,73,1489,179,388,68
860Z200US03607,3607,50,484,91,112,33
860Z200US03608,3608,262,4587,583,1832,243
860Z200US03609,3609,25,855,168,346,38
860Z200US03740,3740,88,1850,236,674,84
860Z200US03741,3741,340,7403,876,2285,352
860Z200US03743,3743,1435,22250,2460,6165,774
860Z200US03745,3745,48,3547,421,1693,257
860Z200US03748,3748,158,8158,1053,4133,829
860Z200US03750,3750,19,1199,37,1179,360
860Z200US03751,3751,0,884,52,292,86
860Z200US03752,3752,106,1882,167,391,47
860Z200US03753,3753,59,5127,703,3541,719
860Z200US03755,3755,200,10460,3771,10250,3129
860Z200US03765,3765,16,956,28,288,99
860Z200US03766,3766,484,17081,1741,10414,2421
860Z200US03768,3768,51,2738,166,2009,540
860Z200US03770,3770,3,733,195,498,92
860Z200US03771,3771,105,1368,139,404,37
860Z200US03773,3773,676,13581,1794,4207,384
860Z200US03774,3774,217,3082,398,292,59
860Z200US03777,3777,31,2270,349,1125,232
860Z200US03779,3779,42,1312,139,637,130
860Z200US03780,3780,5,1282,129,566,148
860Z200US03781,3781,36,3121,410,1660,333
860Z200US03782,3782,395,4915,605,2474,595
860Z200US03784,3784,215,6327,756,5271,767
860Z200US03785,3785,190,3439,670,615,107
860Z200US03801,3801,725,38072,3862,30177,4137
860Z200US03809,3809,233,5859,1135,1680,287
860Z200US03810,3810,32,4083,641,1769,140
860Z200US03811,3811,195,12211,2063,5752,827
860Z200US03812,3812,17,2027,210,868,152
860Z200US03813,3813,393,6203,851,2519,246
860Z200US03814,3814,142,4338,659,1127,70
860Z200US03816,3816,98,2213,319,1063,142
860Z200US03817,3817,37,1108,202,634,56
860Z200US03818,3818,123,5925,1052,2944,349
860Z200US03819,3819,164,7130,996,3027,213
860Z200US03820,3820,1116,51540,7234,33122,4170
860Z200US03823,3823,30,3057,410,2089,399
860Z200US03824,3824,113,10112,8269,8524,1768
860Z200US03825,3825,241,14365,2049,7637,1104
860Z200US03826,3826,105,4732,706,2168,285
860Z200US03827,3827,116,5215,720,2902,510
860Z200US03830,3830,50,2661,383,540,102
860Z200US03832,3832,19,656,88,443,37
860Z200US03833,3833,676,35998,4456,23812,3915
860Z200US03835,3835,712,10551,1973,2391,366
860Z200US03836,3836,97,2283,327,1089,160
860Z200US03837,3837,97,2608,485,1246,195
860Z200US03838,3838,18,2137,375,897,171
860Z200US03839,3839,247,6048,1021,1813,208
860Z200US03840,3840,66,6583,787,4232,454
860Z200US03841,3841,158,10854,1495,4695,700
860Z200US03842,3842,590,28353,3844,14863,2134
860Z200US03844,3844,57,3836,391,2594,359
860Z200US03845,3845,37,2335,231,956,301
860Z200US03846,3846,40,1999,139,1343,253
860Z200US03847,3847,0,384,44,385,59
860Z200US03848,3848,288,10244,2072,4214,523
860Z200US03849,3849,55,2175,399,712,177
860Z200US03850,3850,0,352,30,24,0
860Z200US03851,3851,298,6636,938,1580,201
860Z200US03852,3852,9,649,53,246,9
860Z200US03853,3853,23,1644,255,937,188
860Z200US03854,3854,33,1410,158,1331,205
860Z200US03855,3855,182,4393,739,1714,181
860Z200US03856,3856,67,2931,394,2278,419
860Z200US03857,3857,169,14955,2549,9668,1192
860Z200US03858,3858,165,8382,1219,3391,391
860Z200US03860,3860,178,6939,1213,3186,599
860Z200US03861,3861,115,7151,883,4547,1097
860Z200US03862,3862,197,7317,804,4516,833
860Z200US03864,3864,155,3743,664,975,138
860Z200US03865,3865,106,13508,1668,5251,859
860Z200US03867,3867,1517,36235,5923,11316,1120
860Z200US03868,3868,299,10123,1622,4050,371
860Z200US03869,3869,101,4021,507,1951,223
860Z200US03870,3870,98,8688,1048,6278,841
860Z200US03871,3871,0,651,60,569,103
860Z200US03872,3872,120,6938,1186,2514,541
860Z200US03873,3873,316,9712,1880,3509,623
860Z200US03874,3874,697,15489,1827,4436,506
860Z200US03875,3875,67,2014,255,916,83
860Z200US03878,3878,508,19754,4185,6897,744
860Z200US03882,3882,104,3005,352,634,122
860Z200US03883,3883,47,808,63,623,103
860Z200US03884,3884,347,6523,1131,3602,358
860Z200US03885,3885,102,12130,1213,9312,1280
860Z200US03886,3886,0,2286,364,1004,25
860Z200US03887,3887,160,3183,415,609,50
860Z200US03890,3890,0,79,3,51,0
860Z200US03894,3894,318,11623,1685,5602,943
860Z200US03897,3897,0,10,0,10,5
860Z200US03901,3901,404,12400,1725,5090,739
860Z200US03902,3902,56,3984,419,2418,421
860Z200US03903,3903,153,12018,1607,5605,869
860Z200US03904,3904,318,14443,2368,6969,820
860Z200US03905,3905,56,3397,444,2112,543
860Z200US03906,3906,199,8123,1289,3133,223
860Z200US03907,3907,42,2329,261,1798,155
860Z200US03908,3908,195,11410,2282,5171,568
860Z200US03909,3909,161,18384,2239,10991,1729
860Z200US03910,3910,0,0,0,0,0
860Z200US03911,3911,0,820,35,270,0
860Z200US04001,4001,123,4928,817,1711,167
860Z200US04002,4002,628,14152,2042,3260,467
860Z200US04003,4003,0,264,34,54,15
860Z200US04005,4005,1316,39612,7284,12588,1392
860Z200US04006,4006,0,150,0,215,10
860Z200US04008,4008,85,5804,406,2516,373
860Z200US04009,4009,569,8673,1539,3930,564
860Z200US04010,4010,135,2531,294,764,75
860Z200US04011,4011,831,32112,5380,19090,3628
860Z200US04015,4015,164,6760,775,2851,465
860Z200US04017,4017,11,918,83,693,125
860Z200US04019,4019,4,108,7,88,26
860Z200US04020,4020,142,3203,526,830,97
860Z200US04021,4021,169,9544,816,7660,1635
860Z200US04022,4022,41,1953,344,646,83
860Z200US04024,4024,36,749,149,118,20
860Z200US04027,4027,547,9045,2566,1412,181
860Z200US04029,4029,159,3078,517,873,169
860Z200US04030,4030,89,3232,960,1296,122
860Z200US04032,4032,279,14129,1375,8923,1904
860Z200US04037,4037,268,6274,912,1557,252
860Z200US04038,4038,663,25348,4737,13364,1387
860Z200US04039,4039,276,13457,1633,7119,620
860Z200US04040,4040,215,5778,593,1818,267
860Z200US04041,4041,93,2708,360,675,75
860Z200US04042,4042,321,7911,1278,2902,239
860Z200US04043,4043,354,19887,2715,10970,2102
860Z200US04046,4046,201,13878,1840,6605,987
860Z200US04047,4047,162,2471,367,812,84
860Z200US04048,4048,182,5340,947,1328,160
860Z200US04049,4049,106,7795,944,1984,110
860Z200US04050,4050,7,451,60,283,41
860Z200US04051,4051,143,2425,348,974,139
860Z200US04055,4055,70,7195,1025,2645,404
